0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
-1.0110294,-0.0,0.7077206,0.30488038,0.7077206,-0.0,0.7077206,-0.30488038,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0110294,0.0,0.7784926,-0.30488038,0.7784926,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,-0.0,0.11061639,-0.0,0.0,0.006163953,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0106345,3.4030016e-12,0.7086465,0.30426887,0.7072237,3.0484795e-10,0.70684856,-0.30424625,0.0019676546,1.6650709e-11,0.002351228,-0.0016004845,0.0036440748,2.4109872e-11,-0.002211683,0.001647712,1.0110294,0.0,0.7784841,-0.30483767,0.7774441,0.000639798,-0.0,0.0,-8.4848965e-05,0.00042710008,-0.0023687587,0.0014088504,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.72,-0.0,0.11059734,0.005283753,-2.569017e-10,0.03040598,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0068291,2.8493e-11,0.71147406,0.30214614,0.7113262,3.5882314e-10,0.70418435,-0.3020858,0.00463654,2.4221401e-11,0.0031786805,-0.002560547,0.004703157,1.5559696e-11,-0.0030075803,0.0025849594,1.0110294,0.0,0.7779993,-0.3027839,0.77437127,0.0023363868,-0.0,0.0,-0.0006970237,0.002696982,-0.0036604265,0.0019156013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.724891,-2.3808008e-10,0.11118917,0.004664115,-2.2714564e-10,-0.011769887,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0012643,4.525783e-11,0.71495557,0.29902354,0.715866,3.0701175e-10,0.7008691,-0.29896012,0.006304769,8.651851e-12,0.0037389642,-0.0035678372,0.0048618116,-6.206145e-11,-0.0035755774,0.0035566576,1.0085934,-2.0166452e-10,0.77702963,-0.2995462,0.7698962,0.0043783938,-0.0038848203,-3.1374264e-10,-0.0012131298,0.0036679958,-0.005400882,0.001722781,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7293656,-4.5599366e-10,0.11121301,0.0043195207,-2.1036377e-10,0.012130175,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9941798,-4.0716427e-10,0.7190334,0.29495302,0.71953297,-5.726009e-10,0.69693947,-0.29491723,0.007740189,-6.0534844e-10,0.0043181814,-0.004474284,0.006384877,-3.8380016e-10,-0.0041828435,0.004433901,1.0038306,-5.641984e-10,0.7756455,-0.29539213,0.7632769,0.0049978057,-0.005470304,-3.9690823e-10,-0.0012811492,0.004568739,-0.0073138406,-4.77158e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7335003,-6.573583e-10,0.11054155,0.003984493,-1.9404782e-10,-0.008015131,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9856911,-8.588908e-10,0.7235564,0.29002395,0.7262579,-4.810927e-07,0.69251096,-0.29003793,0.009069022,-3.0935893e-10,0.0046070884,-0.005218287,0.00762055,-1.2248763e-06,-0.0045993747,0.005221253,0.9979457,-8.9321833e-10,0.7747496,-0.290304,0.758495,0.004857469,-0.004890386,4.6240522e-11,-0.0005196123,0.005490472,-0.0018403076,-6.372218e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7416877,-9.207728e-10,0.11878934,0.008381386,-2.6313007e-10,-0.029707065,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9763782,-1.0424909e-09,0.7280023,0.2847111,0.73402935,-0.0009318186,0.68785655,-0.28480086,0.00933549,-2.2651779e-10,0.004381292,-0.0054763267,0.008671189,-0.0003143732,-0.004833586,0.0053090914,0.9941708,-5.1644883e-10,0.7748228,-0.2844188,0.75922036,0.004832005,-0.00371372,3.9531503e-10,0.000482447,0.006066327,0.00075166544,-2.4622183e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.74973154,-1.1736714e-09,0.106579736,0.00783553,-2.463948e-10,-0.039051037,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.96656466,-1.223295e-09,0.73243064,0.27883387,0.74262476,-0.0027039994,0.6826142,-0.27922985,0.010268128,-1.3699791e-10,0.0044619334,-0.0061847377,0.008017099,-0.00072586065,-0.005567775,0.005767448,0.9904567,-1.2046997e-10,0.77540004,-0.27825683,0.7613929,0.0047920705,-0.0037144213,3.9652237e-10,0.0006577548,0.006386196,0.0028372179,0.000109261964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75676054,-0.00077517267,0.11861759,0.0045738113,-0.0038486866,0.02736122,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9558088,-1.2910285e-09,0.73688674,0.27238408,0.74879193,-0.0037683407,0.6767846,-0.2732867,0.011127837,-1.20197316e-11,0.00432309,-0.006493655,0.004643094,-0.0013827392,-0.005881225,0.0059465473,0.98801184,-8.617313e-06,0.77618337,-0.27155095,0.7654451,0.0046878494,-0.0020679305,-1.6918433e-05,0.0008898623,0.006951784,0.004278506,-0.00011161351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.76115817,-0.004414356,0.11538216,0.0042589717,-0.0034902513,0.02195857,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.94425327,-1.7873087e-09,0.741117,0.2657561,0.7528432,-0.005488156,0.6708011,-0.26725936,0.011883764,-7.447984e-10,0.004238942,-0.0068596103,0.0037048596,-0.0018552234,-0.0061694314,0.006197514,0.987143,-1.8668587e-05,0.77717584,-0.2645137,0.7701726,0.004171276,-0.00020616195,-3.5616265e-06,0.0010602614,0.0069483616,0.0051877582,-0.0007112622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7652898,-0.0078001874,0.113324136,0.00402364,-0.0032973953,-0.006506397,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
